Name,Position,H,2B,3B,HR,R,RBI,BB,K,SB,CYC,GSHR,IP,ER,K_pitch,QS,SV,HLD,GS,H_allowed,BB_issued,CG,NH,PG
Denzel Clarke,OF,66.9,14.7,2.7,7.3,38.4,31.5,24.6,108.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
George Valera,OF,70.9,13.3,1.0,12.3,41.8,38.8,36.4,98.4,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Heriberto Hernandez,OF,60.9,12.5,1.0,10.2,34.3,35.4,31.1,92.1,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
JJ Bleday,OF,64.1,14.5,0.9,12.6,38.0,39.3,35.0,72.6,2.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jake Mangum,OF,70.9,14.1,1.5,2.2,28.1,25.5,13.1,47.1,10.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jacob Young,OF,73.3,12.9,1.0,2.7,34.6,26.3,22.4,59.7,16.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Griffin Conine,OF,62.6,11.7,0.9,10.4,33.8,36.7,29.1,102.9,1.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Joey Loperfido,OF,61.5,12.4,1.1,8.0,31.5,31.2,19.7,82.1,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jasson Dominguez,OF,38.5,7.2,0.1,5.0,22.5,19.4,16.8,44.9,7.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tommy Pham,OF,56.7,10.9,0.9,6.4,29.4,27.0,24.2,60.1,4.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Colby Thomas,OF,50.3,12.1,0.9,8.6,27.3,28.7,13.4,69.6,3.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jonny DeLuca,OF,54.6,9.5,2.1,7.0,28.6,27.6,18.3,54.1,8.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Andrew McCutchen,OF,60.3,11.4,0.2,8.4,34.1,31.0,34.2,71.4,1.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tyrone Taylor,OF,53.6,12.0,1.7,5.7,27.9,25.6,13.2,57.6,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Will Benson,OF,43.2,8.7,1.6,7.9,26.6,25.8,22.8,68.6,5.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Masataka Yoshida,OF,48.0,9.3,0.2,4.8,22.0,23.5,12.8,26.0,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Starling Marte,OF,50.9,8.9,0.8,4.9,24.6,22.6,13.5,46.6,5.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Dane Myers,OF,45.1,7.5,0.1,5.4,22.6,21.3,14.7,51.9,7.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jesse Winker,OF,54.2,10.2,1.3,7.3,31.1,28.7,35.4,59.5,4.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Michael Conforto,OF,49.0,10.3,0.2,8.4,27.5,28.4,25.6,61.8,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Rob Refsnyder,OF,45.1,9.2,0.2,6.7,25.4,25.0,22.4,58.4,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jhostynxon Garcia,OF,52.6,10.0,1.7,7.0,27.6,26.9,16.1,68.4,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Matt Vierling,OF,51.8,9.8,1.0,5.6,26.7,23.4,18.7,55.2,2.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Randal Grichuk,OF,45.3,9.6,0.8,7.6,23.5,24.5,12.4,41.8,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Sam Haggerty,OF,43.8,8.4,1.8,3.1,23.8,17.7,16.4,43.8,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Robert Hassell III,OF,48.0,8.3,0.1,3.8,22.0,20.5,15.9,52.4,5.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Everson Pereira,OF,36.9,6.6,0.7,6.7,21.1,20.9,15.1,59.2,3.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
James Outman,OF,35.7,7.3,0.9,6.4,22.9,21.0,19.3,66.1,3.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Blake Perkins,OF,44.0,8.3,1.1,4.2,24.5,21.2,22.9,60.9,7.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Justyn-Henry Malloy,OF,42.3,8.2,0.1,5.3,23.9,21.7,26.9,58.0,1.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Johnathan Rodriguez,OF,38.4,7.0,0.8,6.0,19.6,20.5,15.0,49.7,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Johan Rojas,OF,40.9,7.4,1.2,2.4,20.2,16.4,9.8,37.7,9.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Alex Verdugo,OF,46.2,9.5,0.2,4.2,22.5,20.1,15.6,31.5,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Richie Palacios,OF,38.5,7.4,0.2,3.3,21.4,17.3,20.3,36.8,6.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Alan Roden,OF,36.6,7.5,0.9,3.1,19.1,16.3,14.3,29.2,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nathan Church,OF,40.3,7.0,0.9,3.1,18.6,17.2,11.2,25.7,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bryce Teodosio,OF,41.6,7.8,2.0,3.0,21.1,17.8,11.9,65.5,9.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ryan Waldschmidt,OF,30.9,5.9,0.9,2.9,17.2,14.5,16.4,31.5,4.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jahmai Jones,OF,27.6,5.8,0.9,3.8,16.8,14.8,14.3,33.3,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mike Tauchman,OF,28.3,5.4,0.1,3.1,16.9,13.5,16.9,32.5,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Alex Call,OF,32.0,6.6,0.2,3.9,19.1,17.0,18.5,30.5,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Myles Straw,OF,35.5,6.6,0.8,1.7,17.9,13.6,12.7,33.2,6.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jacob Melton,OF,27.5,5.8,0.1,3.9,15.3,14.1,9.9,35.4,6.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Drew Gilbert,OF,31.2,6.2,0.8,3.7,16.5,15.7,12.9,31.1,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Anthony Santander,OF,27.2,5.2,0.1,6.2,16.5,18.0,12.5,31.1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Max Kepler,OF,27.2,5.6,0.2,4.6,15.0,15.3,11.6,26.4,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Luis Matos,OF,29.2,5.9,0.2,4.0,14.5,14.7,7.8,18.1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Michael Helman,OF,28.4,6.0,0.2,3.8,16.0,14.5,8.9,32.8,3.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Zach Dezenzo,OF,27.3,5.7,0.1,3.9,14.3,14.5,9.8,37.9,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Carlos Cortes,OF,27.9,6.5,0.1,4.0,15.3,15.2,11.6,28.6,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bryce Johnson,OF,30.0,5.5,0.8,1.9,15.6,12.1,12.4,39.9,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Zac Veen,OF,25.7,5.0,0.9,3.0,12.9,12.0,8.7,26.9,3.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jerar Encarnacion,OF,24.7,3.9,0.1,3.9,12.9,13.7,9.5,38.7,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
John Rave,OF,27.2,5.3,0.9,3.3,15.2,13.8,12.5,35.1,3.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Esteury Ruiz,OF,20.5,4.2,0.8,2.1,11.6,9.0,8.3,21.6,8.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Eli White,OF,19.3,3.3,0.8,2.5,10.6,9.4,6.0,24.6,3.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jorge Barrosa,OF,31.2,6.9,0.8,2.0,16.0,14.1,12.6,35.5,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nolan Jones,OF,26.0,5.7,0.2,3.1,14.0,13.0,14.1,38.4,2.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tyler Tolbert,OF,22.5,4.4,0.7,1.2,12.4,9.2,6.2,27.8,8.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Walker Jenkins,OF,22.1,4.7,0.2,1.9,11.8,10.2,10.2,23.1,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Joshua Baez,OF,10.2,1.7,0.0,1.7,5.1,5.7,5.7,11.9,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Braden Montgomery,OF,25.0,5.6,0.1,2.7,11.8,11.5,9.4,35.2,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Chas McCormick,OF,19.9,3.0,0.1,2.9,10.9,10.1,8.1,26.4,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Leody Taveras,OF,21.8,3.8,0.3,2.5,11.5,10.7,7.1,20.9,4.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jason Heyward,OF,11.5,2.4,0.6,1.8,7.2,7.2,4.8,12.7,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Derek Hill,OF,20.1,3.8,0.7,2.1,10.1,9.1,5.7,26.0,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Joey Wiemer,OF,22.2,4.7,0.1,3.1,11.8,11.7,10.6,35.1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jarred Kelenic,OF,19.1,4.3,0.1,2.9,10.1,9.5,7.3,28.1,1.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
MJ Melendez,OF,16.5,3.7,0.1,2.9,9.3,9.6,6.8,25.5,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Alejandro Osuna,OF,16.9,3.6,0.1,1.3,9.1,7.7,7.4,16.7,2.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mark Canha,OF,19.0,3.7,0.1,1.9,9.6,8.7,8.3,19.2,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Will Brennan,OF,22.7,4.5,0.2,1.3,9.6,9.0,4.6,13.3,1.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jack Suwinski,OF,13.4,2.9,0.1,3.0,8.3,8.3,8.2,23.1,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nelson Rada,OF,16.1,2.7,0.1,0.8,8.1,5.2,7.6,18.4,3.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ryan Vilade,OF,15.6,3.4,0.1,1.7,8.0,7.3,6.3,18.9,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Austin Slater,OF,12.9,2.5,0.1,1.7,7.5,6.1,6.7,18.8,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kameron Misner,OF,12.8,3.0,0.1,1.8,8.2,6.8,8.2,23.1,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Dairon Blanco,OF,11.4,2.2,0.1,1.1,6.4,4.9,3.4,13.1,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Gabriel Gonzalez,OF,12.9,2.8,0.1,1.0,5.7,5.6,3.7,10.1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Manuel Margot,OF,17.7,3.3,0.2,1.1,7.9,7.3,5.3,15.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Matthew Lugo,OF,11.4,2.6,0.1,1.7,5.9,5.5,2.7,17.3,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jose Siri,OF,11.2,2.3,0.1,2.4,6.8,7.0,3.9,22.1,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Drew Waters,OF,10.0,2.0,0.6,0.7,5.3,4.1,3.9,14.5,1.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Brandon Lockridge,OF,11.6,2.1,0.1,0.3,5.7,4.8,4.1,14.6,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Dylan Carlson,OF,12.6,2.8,0.1,1.2,6.8,6.0,6.6,15.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ryan Kreidler,OF,15.7,3.3,0.2,1.4,9.0,7.7,9.1,29.3,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Heston Kjerstad,OF,10.8,2.1,0.1,1.9,5.5,5.6,3.9,14.3,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Grant McCray,OF,12.8,2.7,0.3,1.4,6.9,6.0,5.3,20.6,2.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Shohei Ohtani,DH,157.3,26.8,5.4,45.5,122.2,106.4,91.2,161.9,23.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Marcell Ozuna,DH,105.9,18.0,0.2,20.7,59.6,65.3,61.3,118.9,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Joc Pederson,DH,77.8,13.5,1.0,16.2,47.9,50.1,43.4,87.7,2.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
David Fry,DH,43.2,8.9,0.8,7.5,23.6,25.1,17.8,57.3,1.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kris Bryant,DH,17.3,3.1,0.1,2.1,8.6,8.2,6.5,21.1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tarik Skubal,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,197.6,60.9,240.0,21.7,0.0,0.0,32.0,154.2,41.5,1.0,0,0
Paul Skenes,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,190.8,60.7,229.7,20.6,0.0,0.0,32.0,152.4,49.6,1.0,0,0
Garrett Crochet,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,190.3,64.4,234.1,19.7,0.0,0.0,32.0,154.6,48.8,1.0,0,0
Bryan Woo,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,191.2,74.7,192.3,18.5,0.0,0.0,32.0,166.1,41.8,0.0,0,0
Cristopher Sanchez,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,196.2,69.1,190.6,20.5,0.0,0.0,32.0,177.8,49.1,1.0,0,0
Logan Webb,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,199.4,73.3,188.8,20.3,0.0,0.0,32.0,190.1,46.5,1.0,0,0
Chris Sale,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,163.1,58.2,198.6,16.8,0.0,0.0,27.5,134.9,43.6,0.0,0,0
Logan Gilbert,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,166.6,63.0,184.1,16.1,0.0,0.0,29.2,140.3,38.9,1.0,0,0
Max Fried,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,185.8,69.0,175.9,18.7,0.0,0.0,30.8,167.7,54.1,1.0,0,0
Hunter Brown,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,183.5,71.9,198.3,17.8,0.0,0.0,30.8,159.4,60.4,1.0,0,0
Jacob deGrom,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,167.3,65.4,189.3,16.5,0.0,0.0,29.2,141.0,39.4,0.0,0,0
Yoshinobu Yamamoto,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,156.9,58.5,168.4,15.7,0.0,0.0,25.9,133.4,47.6,0.0,0,0
George Kirby,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,174.8,68.8,170.5,17.0,0.0,0.0,30.8,160.9,33.3,0.0,0,0
Hunter Greene,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,176.2,74.4,211.1,16.3,0.0,0.0,30.8,144.1,58.4,1.0,0,0
Cole Ragans,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,163.3,61.2,200.7,16.5,0.0,0.0,29.2,132.1,58.2,0.0,0,0
Framber Valdez,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,190.3,73.4,176.5,18.6,0.0,0.0,30.8,174.4,62.6,2.0,0,0
Jesus Luzardo,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,178.9,71.9,197.9,17.1,0.0,0.0,30.8,155.4,56.1,0.0,0,0
Joe Ryan,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,170.9,72.6,186.8,15.9,0.0,0.0,29.2,149.9,40.8,0.0,0,0
Dylan Cease,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,180.6,73.2,211.9,16.6,0.0,0.0,32.0,151.8,67.8,0.0,0,0
Zack Wheeler,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,141.9,51.2,162.3,14.5,0.0,0.0,24.3,116.6,36.9,0.0,0,0
Sonny Gray,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,177.0,73.2,185.2,16.4,0.0,0.0,30.8,165.7,46.8,0.0,0,0
Freddy Peralta,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,167.9,71.0,185.6,15.6,0.0,0.0,29.2,140.9,62.2,0.0,0,0
Nick Pivetta,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,172.7,75.8,188.4,15.8,0.0,0.0,29.2,150.8,52.8,0.0,0,0
Nathan Eovaldi,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,168.6,68.1,163.3,16.3,0.0,0.0,29.2,153.6,43.1,1.0,0,0
Kevin Gausman,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,183.7,81.2,180.0,16.8,0.0,0.0,30.8,171.5,53.7,1.0,0,0
Luis Castillo,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,179.6,78.0,169.0,16.0,0.0,0.0,0.0,163.0,51.0,0.0,0,0
Brandon Woodruff,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,153.9,65.0,161.9,14.4,0.0,0.0,27.5,135.2,42.0,0.0,0,0
Blake Snell,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,138.5,54.2,170.5,13.8,0.0,0.0,24.3,109.6,60.3,0.0,0,0
Tanner Bibee,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,181.1,80.7,170.2,15.9,0.0,0.0,30.8,170.0,54.1,1.0,0,0
Drew Rasmussen,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,163.5,69.2,148.3,14.8,0.0,0.0,30.8,154.8,42.6,0.0,0,0
Spencer Strider,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,157.9,68.7,186.1,14.2,0.0,0.0,27.5,136.4,56.2,0.0,0,0
Ranger Suarez,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,169.2,69.5,150.7,15.4,0.0,0.0,29.2,164.5,48.6,0.0,0,0
MacKenzie Gore,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,162.2,69.4,183.1,14.5,0.0,0.0,29.2,141.9,61.1,0.0,0,0
Kyle Bradish,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,141.8,57.8,150.6,13.5,0.0,0.0,25.9,126.2,44.6,0.0,0,0
Michael King,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,161.6,68.5,167.8,14.9,0.0,0.0,29.2,143.9,56.2,1.0,0,0
Tyler Glasnow,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,135.5,54.6,157.8,13.0,0.0,0.0,24.3,111.6,49.8,0.0,0,0
Aaron Nola,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,174.7,78.8,170.4,15.4,0.0,0.0,30.8,166.8,46.3,0.0,0,0
Emmet Sheehan,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,142.4,61.1,163.0,11.0,0.0,0.8,24.3,120.4,49.1,0.0,0,0
Chase Burns,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,130.5,53.1,152.1,11.5,0.0,0.7,22.7,112.6,40.7,1.0,0,0
Zac Gallen,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,181.8,84.6,171.1,15.2,0.0,0.0,30.8,177.7,59.1,0.0,0,0
Shota Imanaga,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,153.8,70.4,139.7,13.6,0.0,0.0,25.9,146.4,34.2,0.0,0,0
Matthew Boyd,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,167.4,73.2,150.4,15.3,0.0,0.0,29.2,156.3,49.3,0.0,0,0
Jack Flaherty,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,161.4,71.4,176.2,14.0,0.0,0.0,29.2,145.6,56.0,0.0,0,0
Ryan Pepiot,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,171.4,79.6,175.1,14.5,0.0,0.0,30.8,155.0,61.2,0.0,0,0
Carlos Rodon,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,149.8,67.0,157.0,14.0,0.0,0.0,0.0,128.0,54.0,0.0,0,0
Merrill Kelly,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,171.4,77.9,154.6,14.9,0.0,0.0,29.2,167.6,52.4,0.0,0,0
Nick Lodolo,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,152.5,68.5,154.4,13.5,0.0,0.0,27.5,142.6,41.3,1.0,0,0
Eury Perez,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,145.9,64.3,161.0,13.0,0.0,0.0,27.5,124.8,49.9,0.0,0,0
Joe Musgrove,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,153.5,67.4,145.1,14.0,0.0,0.0,27.5,145.6,39.8,0.0,0,0
Shane McClanahan,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,134.5,54.5,143.7,12.7,0.0,0.0,24.3,119.9,40.1,0.0,0,0
Gavin Williams,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,171.6,76.8,174.7,15.0,0.0,0.0,30.8,153.3,73.9,0.0,0,0
Robbie Ray,SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,175.5,81.7,181.5,15.0,0.0,0.0,30.8,159.6,67.3,1.0,0,0
