Name,Position,H,2B,3B,HR,R,RBI,BB,K,SB,CYC,GSHR,IP,ER,K_pitch,QS,SV,HLD,GS,H_allowed,BB_issued,CG,NH,PG
Miguel Andujar,3B,82.0,14.3,1.0,8.3,35.1,37.6,18.1,49.2,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Yoan Moncada,3B,76.8,16.1,1.3,11.3,40.2,41.3,32.6,99.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jordan Lawlar,3B,63.8,14.9,2.4,6.3,35.1,30.7,25.3,77.9,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Matt Shaw,3B,53.4,10.1,1.6,7.5,30.8,28.0,22.6,49.0,9.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Graham Pauley,3B,54.2,11.8,0.9,7.3,28.1,28.0,22.5,53.5,3.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jeremiah Jackson,3B,49.6,10.1,0.9,6.9,24.8,25.5,10.9,50.3,3.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kyle Karros,3B,49.5,10.8,0.9,3.8,23.2,20.7,18.9,49.5,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ben Williamson,3B,44.0,8.9,0.8,2.0,19.7,17.3,12.7,39.1,3.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Oswaldo Cabrera,3B,35.0,6.5,0.1,4.3,18.9,17.5,13.1,34.2,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Brett Harris,3B,30.9,5.8,0.1,3.8,17.0,15.3,13.7,32.2,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Alex Freeland,3B,19.6,4.5,0.1,2.7,11.9,10.9,11.3,27.5,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Gio Urshela,3B,18.6,3.6,0.1,1.0,7.3,7.9,4.5,14.2,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Maximo Acosta,3B,15.4,3.0,0.1,1.3,7.9,7.2,5.3,18.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nate Eaton,3B,14.7,3.0,0.1,1.2,7.6,6.8,4.0,17.4,2.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jace Jung,3B,13.0,2.7,0.1,1.7,7.6,6.8,8.5,19.1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nacho Alvarez Jr.,3B,10.4,1.7,0.0,0.8,5.4,4.7,4.6,10.4,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vidal Brujan,3B,10.3,2.2,0.1,0.4,4.9,4.6,3.8,10.4,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Colson Montgomery,3B,105.0,18.1,1.9,22.9,61.5,69.5,46.4,158.9,2.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bobby Witt Jr.,SS,173.1,37.3,5.4,28.0,100.8,91.2,48.1,109.8,32.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Gunnar Henderson,SS,155.0,31.6,4.0,26.9,95.5,85.5,66.9,133.5,21.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Elly De La Cruz,SS,147.6,30.2,5.7,23.2,88.8,81.8,62.3,164.8,38.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Trea Turner,SS,160.1,29.1,4.0,18.0,87.5,68.3,40.4,113.4,26.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Francisco Lindor,SS,141.3,27.7,0.9,24.9,90.2,73.6,54.8,113.6,22.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Zach Neto,SS,139.2,29.6,1.1,26.5,84.7,73.1,42.2,148.5,27.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mookie Betts,SS,144.0,29.1,2.4,22.1,86.8,80.7,65.1,72.7,8.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jeremy Pena,SS,153.6,28.7,2.0,18.0,80.0,67.0,36.9,109.1,17.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bo Bichette,SS,159.4,30.6,1.7,18.0,74.6,77.0,39.2,98.6,5.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CJ Abrams,SS,138.5,29.4,3.9,18.5,79.9,64.6,38.0,114.8,29.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Corey Seager,SS,125.1,23.6,0.2,26.1,71.7,75.8,57.2,96.0,2.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Geraldo Perdomo,SS,138.5,26.7,3.6,12.7,82.8,59.9,72.4,80.2,19.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Willy Adames,SS,130.3,25.9,1.3,25.0,78.6,80.5,68.9,159.6,10.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ezequiel Tovar,SS,153.4,33.7,4.0,20.3,78.3,71.2,31.5,151.5,9.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Trevor Story,SS,118.8,24.3,0.8,17.8,63.9,63.7,31.1,139.7,18.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jacob Wilson,SS,145.1,29.1,1.0,11.2,64.5,61.1,29.7,43.9,5.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Dansby Swanson,SS,125.7,23.0,2.0,19.2,67.4,67.0,48.5,146.2,13.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Masyn Winn,SS,145.7,29.9,2.5,14.8,72.9,66.2,43.5,109.4,12.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Xander Bogaerts,SS,134.9,25.2,0.9,13.3,67.3,57.7,45.8,98.7,15.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Joey Ortiz,SS,113.1,23.6,2.7,10.0,57.0,51.3,37.6,86.8,12.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Konnor Griffin,SS,86.5,15.7,1.1,9.4,46.0,41.7,23.6,91.5,16.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
J.P. Crawford,SS,115.3,22.1,0.8,10.5,60.8,51.5,64.6,106.8,4.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Anthony Volpe,SS,93.2,20.7,2.7,13.3,52.5,49.3,33.9,106.1,16.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kevin McGonigle,SS,69.1,15.6,1.7,8.7,37.6,35.2,32.0,46.0,6.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Carson Williams,SS,66.8,11.8,1.8,12.3,40.9,40.3,29.4,121.4,10.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Taylor Walls,SS,55.9,11.9,1.6,4.9,31.2,26.8,29.9,69.2,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Colt Emerson,SS,53.3,10.9,0.9,4.9,27.4,25.2,22.5,56.6,4.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nick Allen,SS,28.1,5.2,0.1,1.2,13.7,10.5,10.3,26.7,3.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Trey Sweeney,SS,13.1,2.6,0.1,1.6,6.9,6.2,5.9,18.2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Aidan Miller,SS,10.2,2.6,0.1,1.0,5.6,4.7,4.9,13.3,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Aaron Judge,OF,148.4,24.9,1.1,44.5,109.8,108.8,112.0,158.1,8.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Juan Soto,OF,141.7,24.0,1.2,35.8,107.3,94.5,120.4,116.4,19.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ronald Acuna Jr.,OF,157.3,25.9,2.2,29.8,108.2,82.5,89.2,133.5,24.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Julio Rodriguez,OF,163.0,28.0,3.0,29.0,52.5,93.0,47.0,146.0,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kyle Tucker,OF,135.9,26.1,2.0,28.1,92.4,85.4,79.3,88.5,19.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Fernando Tatis Jr.,OF,146.8,27.7,1.8,28.2,93.1,81.1,67.0,121.2,23.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Corbin Carroll,OF,138.6,26.2,10.1,26.3,95.3,82.8,65.2,127.5,32.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kyle Schwarber,OF,124.4,19.4,1.1,40.3,97.4,97.2,96.0,182.1,6.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Brent Rooker,OF,145.6,29.9,2.0,31.9,84.9,94.1,59.9,159.1,5.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jackson Chourio,OF,152.7,32.6,3.6,23.5,85.1,78.5,39.0,123.8,23.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Yordan Alvarez,OF,139.5,27.2,1.3,30.1,84.8,84.6,69.4,93.7,3.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Pete Crow-Armstrong,OF,129.6,26.8,4.2,22.5,74.1,74.9,31.2,134.5,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
James Wood,OF,129.6,28.2,1.6,24.1,79.6,71.7,68.9,166.7,15.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Riley Greene,OF,142.1,27.0,2.7,26.9,78.2,86.6,54.3,167.3,3.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Wyatt Langford,OF,129.3,26.1,1.9,23.2,81.0,71.9,69.3,135.1,20.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Byron Buxton,OF,114.5,23.3,4.0,26.9,75.8,68.9,39.6,139.3,15.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
George Springer,OF,135.8,23.6,1.7,24.8,84.6,72.9,60.0,115.4,13.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jackson Merrill,OF,147.0,29.4,4.3,22.3,77.1,78.5,39.7,115.1,7.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jarren Duran,OF,139.0,34.4,7.2,15.6,79.2,67.9,48.5,139.6,21.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Seiya Suzuki,OF,132.7,26.2,2.8,24.4,75.2,81.3,62.3,149.7,7.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Cody Bellinger,OF,138.0,24.3,2.9,23.3,75.9,80.3,48.3,89.6,10.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Teoscar Hernandez,OF,131.9,25.8,1.0,25.9,71.1,82.7,36.2,149.4,5.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Michael Harris II,OF,134.5,24.3,3.3,19.5,65.6,68.9,23.3,102.1,16.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Randy Arozarena,OF,129.8,26.8,1.0,21.7,80.9,73.9,64.0,169.0,22.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Roman Anthony,OF,127.8,28.7,2.7,16.8,79.6,60.8,72.6,139.2,8.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Christian Yelich,OF,120.1,20.4,1.0,17.6,66.6,68.1,58.8,128.5,14.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Andy Pages,OF,125.6,25.7,1.6,22.0,67.6,72.8,32.9,117.8,9.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jo Adell,OF,111.4,19.5,1.7,28.7,63.9,76.1,36.0,140.1,8.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Taylor Ward,OF,131.5,25.4,1.9,26.0,80.4,77.9,63.9,149.5,5.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Brandon Nimmo,OF,140.4,25.8,1.7,21.7,82.2,71.8,60.4,140.1,9.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Steven Kwan,OF,153.4,27.2,2.4,9.9,79.2,53.6,57.2,58.7,17.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ian Happ,OF,131.4,29.1,1.0,21.9,80.3,75.0,79.1,149.9,7.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Oneil Cruz,OF,105.9,21.0,2.8,20.6,65.0,62.8,53.5,152.8,25.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Lawrence Butler,OF,115.9,24.2,1.8,20.1,67.5,63.1,46.1,136.5,17.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Heliot Ramos,OF,131.7,23.1,1.9,20.1,68.9,68.3,44.0,138.6,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bryan Reynolds,OF,140.6,28.3,2.7,19.3,73.1,73.8,53.9,150.1,5.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Luis Robert Jr.,OF,106.4,19.5,0.9,19.1,61.5,60.7,37.2,142.7,27.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Adolis Garcia,OF,115.3,23.7,0.7,23.2,63.3,73.0,36.7,139.7,10.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kyle Stowers,OF,114.1,22.7,2.8,23.1,64.3,72.2,50.5,150.8,3.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jurickson Profar,OF,131.5,25.3,1.1,18.0,76.1,68.7,67.5,99.2,8.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Brenton Doyle,OF,119.7,22.5,2.7,17.1,61.5,60.9,34.0,141.7,18.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mickey Moniak,OF,109.3,20.6,4.8,19.2,58.5,60.4,22.8,112.4,8.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kerry Carpenter,OF,105.7,17.9,3.2,21.8,58.2,65.7,28.9,108.0,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Dylan Crews,OF,117.7,20.7,3.6,16.6,62.8,61.8,38.7,117.9,23.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Daulton Varsho,OF,105.8,21.0,3.1,23.6,65.0,71.4,41.0,133.6,7.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Wilyer Abreu,OF,101.2,21.9,1.0,19.7,59.3,63.3,49.5,114.0,7.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jakob Marsee,OF,111.9,22.1,3.9,12.7,70.1,50.6,64.8,124.0,33.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Daylen Lile,OF,122.1,23.5,7.5,10.7,57.9,56.1,32.8,88.5,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ramon Laureano,OF,105.9,20.9,2.4,18.0,57.9,60.1,34.5,128.7,7.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Chandler Simpson,OF,109.0,14.7,2.6,1.4,48.0,32.6,23.7,44.6,37.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mike Trout,OF,92.4,15.4,1.7,21.9,60.5,60.6,63.1,142.6,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jordan Beck,OF,110.0,22.1,3.0,14.8,57.2,56.1,39.0,137.8,14.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Trent Grisham,OF,95.3,16.7,1.0,22.5,68.7,59.1,64.8,127.1,5.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Colton Cowser,OF,95.9,19.5,0.9,18.8,58.0,57.2,45.8,149.0,12.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jung Hoo Lee,OF,127.6,25.4,5.8,8.7,59.9,53.6,40.5,58.6,8.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
TJ Friedl,OF,117.7,19.5,2.5,14.1,69.2,51.9,56.0,94.0,10.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Sal Frelick,OF,119.3,20.4,2.8,8.0,57.0,48.4,40.6,70.9,14.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Josh Lowe,OF,99.2,21.5,1.9,13.6,52.6,49.7,36.0,122.1,19.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Matt Wallner,OF,87.7,19.5,1.9,20.5,56.0,59.2,46.2,136.4,4.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Brandon Marsh,OF,99.8,20.1,2.5,12.1,52.8,50.2,43.2,124.7,9.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Harrison Bader,OF,103.1,18.8,1.6,12.9,52.1,49.2,29.4,109.5,13.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Lars Nootbaar,OF,106.3,21.2,1.7,14.8,62.8,51.3,60.9,101.4,6.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Giancarlo Stanton,OF,78.1,12.2,0.1,22.8,47.3,60.6,36.0,118.9,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Evan Carter,OF,86.4,17.0,2.9,11.4,50.3,43.7,43.0,92.2,16.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Cedric Mullins II,OF,87.6,18.3,1.6,13.5,50.8,49.1,38.9,97.9,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Andrew Benintendi,OF,105.5,18.4,1.1,14.3,51.8,54.7,40.5,81.9,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jorge Soler,OF,90.8,18.2,0.3,20.2,53.0,56.8,47.1,123.6,1.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Austin Hays,OF,92.8,19.4,2.1,12.7,46.9,48.2,27.5,103.9,5.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jesus Sanchez,OF,87.3,17.5,1.8,13.6,48.0,47.3,33.5,94.1,8.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Justin Crawford,OF,86.7,15.3,1.8,5.4,42.7,33.0,26.3,75.1,18.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jordan Walker,OF,104.1,21.7,1.8,13.6,50.3,52.8,36.3,126.2,8.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Victor Scott,OF,94.4,16.9,1.7,6.8,50.9,38.5,37.1,104.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Trevor Larnach,OF,91.6,18.0,1.0,13.6,49.3,48.4,42.3,99.5,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Wenceel Perez,OF,90.9,17.9,4.2,11.1,48.2,44.8,34.5,91.7,9.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Parker Meadows,OF,93.3,16.4,5.5,11.4,54.0,45.4,43.2,115.5,12.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Chase DeLauter,OF,106.1,22.5,1.2,13.6,54.0,54.5,44.8,89.2,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jake Meyers,OF,96.9,18.2,1.9,9.1,49.9,42.7,34.4,89.3,11.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Lane Thomas,OF,86.1,18.5,1.8,12.4,49.5,45.7,32.7,104.6,14.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Dylan Beavers,OF,76.1,14.4,1.7,10.8,44.0,39.9,42.7,85.1,9.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Dominic Canzone,OF,83.3,15.7,0.7,14.2,42.3,46.4,28.0,86.7,3.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tyler O'Neill,OF,73.0,12.5,1.0,16.2,44.4,46.4,36.4,101.6,4.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mike Yastrzemski,OF,81.4,17.4,1.8,14.2,49.1,46.0,44.5,95.7,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Isaac Collins,OF,80.0,17.3,2.6,7.7,46.2,39.3,46.5,81.9,12.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jake McCarthy,OF,80.3,13.8,3.9,6.0,39.8,33.3,22.2,56.1,12.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Lourdes Gurriel Jr.,OF,89.4,17.1,1.2,11.6,41.6,47.2,21.5,59.0,5.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Alek Thomas,OF,83.6,16.8,2.5,9.0,41.2,39.1,20.9,85.7,6.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Cam Smith,OF,84.2,16.6,2.0,9.5,44.5,41.2,33.2,101.2,5.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Owen Caissie,OF,74.6,16.4,1.0,11.0,40.2,39.7,34.9,108.8,3.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Victor Robles,OF,68.5,14.1,1.6,5.2,35.3,29.3,20.5,68.1,16.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kyle Isbel,OF,90.5,17.7,3.6,7.3,46.7,39.3,25.9,80.7,8.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nick Castellanos,OF,82.4,16.1,1.1,11.5,39.5,43.4,20.6,84.5,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Jake Fraley,OF,75.9,14.3,0.8,8.6,38.5,36.3,31.1,69.9,10.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Carson Benge,OF,65.7,13.1,1.6,7.7,37.2,32.8,29.2,69.1,6.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Nathan Lukes,OF,72.1,13.9,1.1,6.2,35.5,32.9,24.3,47.8,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Christopher Morel,OF,65.1,12.8,1.0,12.9,37.8,39.6,30.5,95.9,6.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Garrett Mitchell,OF,70.7,13.6,2.7,8.8,39.5,35.4,31.9,99.7,11.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Zach Cole,OF,62.6,12.9,2.6,11.1,37.5,37.2,27.9,126.2,8.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
