player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,Name,Position,Source,ERA,xERA,era_minus_xera_diff
642136,2024,186,100,0.204,0.193,0.0109999999999999,0.299,0.333,-0.034,0.286,0.295,-0.009,Matt Thaiss,BAT,BBSavant_2024,,,
686797,2024,185,147,0.221,0.243,-0.0219999999999999,0.32,0.355,-0.0349999999999999,0.252,0.282,-0.0299999999999999,Brooks Lee,BAT,BBSavant_2024,,,
677942,2024,185,118,0.247,0.203,0.0439999999999999,0.343,0.29,0.053,0.298,0.262,0.0359999999999999,Blaze Alexander,BAT,BBSavant_2024,,,
687597,2024,184,106,0.188,0.208,-0.0199999999999999,0.276,0.332,-0.0559999999999999,0.231,0.265,-0.034,Jordan Beck,BAT,BBSavant_2024,,,
665506,2024,183,102,0.2,0.195,0.005,0.279,0.294,-0.0149999999999999,0.25,0.255,-0.005,Cristian Pache,BAT,BBSavant_2024,,,
691023,2024,178,116,0.201,0.206,-0.0049999999999999,0.366,0.366,0.0,0.268,0.278,-0.01,Jordan Walker,BAT,BBSavant_2024,,,
700250,2024,178,109,0.171,0.232,-0.061,0.349,0.463,-0.114,0.269,0.34,-0.071,Ben Rice,BAT,BBSavant_2024,,,
666135,2024,178,115,0.201,0.219,-0.0179999999999999,0.384,0.442,-0.0579999999999999,0.282,0.319,-0.037,Alex Kirilloff,BAT,BBSavant_2024,,,
691406,2024,177,127,0.248,0.234,0.0139999999999999,0.424,0.412,0.012,0.309,0.303,0.006,Junior Caminero,BAT,BBSavant_2024,,,
621550,2024,174,101,0.171,0.183,-0.0119999999999999,0.392,0.436,-0.0439999999999999,0.271,0.294,-0.0229999999999999,Patrick Wisdom,BAT,BBSavant_2024,,,
656537,2024,172,109,0.241,0.241,0.0,0.42,0.403,0.0169999999999999,0.296,0.297,-0.001,Derek Hill,BAT,BBSavant_2024,,,
679845,2024,171,127,0.189,0.224,-0.035,0.236,0.307,-0.071,0.242,0.286,-0.0439999999999999,Nick Loftin,BAT,BBSavant_2024,,,
683146,2024,171,112,0.229,0.208,0.021,0.327,0.347,-0.0199999999999999,0.282,0.284,-0.002,Brett Baty,BAT,BBSavant_2024,,,
682657,2024,169,121,0.232,0.225,0.007,0.338,0.323,0.015,0.282,0.281,0.0009999999999999,Angel Martínez,BAT,BBSavant_2024,,,
677588,2024,168,120,0.267,0.252,0.015,0.354,0.418,-0.064,0.286,0.306,-0.02,José Tena,BAT,BBSavant_2024,,,
605361,2024,163,111,0.212,0.213,-0.001,0.37,0.345,0.025,0.279,0.28,-0.001,Nick Martini,BAT,BBSavant_2024,,,
694497,2024,162,102,0.188,0.207,-0.0189999999999999,0.361,0.345,0.016,0.278,0.285,-0.0069999999999999,Evan Carter,BAT,BBSavant_2024,,,
672356,2024,161,101,0.222,0.218,0.004,0.353,0.376,-0.023,0.263,0.279,-0.016,Gabriel Arias,BAT,BBSavant_2024,,,
656541,2024,158,88,0.239,0.21,0.0289999999999999,0.507,0.414,0.093,0.342,0.298,0.044,Sam Hilliard,BAT,BBSavant_2024,,,
624512,2024,158,104,0.209,0.22,-0.011,0.295,0.344,-0.0489999999999999,0.259,0.284,-0.0249999999999999,Reese McGuire,BAT,BBSavant_2024,,,
808982,2024,158,134,0.262,0.276,-0.014,0.331,0.415,-0.0839999999999999,0.284,0.324,-0.04,Jung Hoo Lee,BAT,BBSavant_2024,,,
656976,2024,158,109,0.27,0.287,-0.0169999999999999,0.547,0.534,0.013,0.377,0.396,-0.019,Pavin Smith,BAT,BBSavant_2024,,,
572761,2024,157,88,0.234,0.212,0.022,0.372,0.357,0.015,0.303,0.29,0.013,Matt Carpenter,BAT,BBSavant_2024,,,
605204,2024,157,103,0.218,0.21,0.008,0.338,0.366,-0.0279999999999999,0.282,0.29,-0.008,J.D. Davis,BAT,BBSavant_2024,,,
668832,2024,157,81,0.236,0.183,0.0529999999999999,0.371,0.363,0.008,0.304,0.279,0.0249999999999999,Kyle McCann,BAT,BBSavant_2024,,,
681546,2024,156,81,0.147,0.2,-0.053,0.265,0.334,-0.069,0.242,0.29,-0.0479999999999999,James Outman,BAT,BBSavant_2024,,,
682641,2024,156,127,0.213,0.239,-0.0259999999999999,0.347,0.366,-0.019,0.25,0.271,-0.021,Luis Matos,BAT,BBSavant_2024,,,
642180,2024,156,113,0.217,0.245,-0.0279999999999999,0.239,0.316,-0.077,0.242,0.285,-0.0429999999999999,Tyler Wade,BAT,BBSavant_2024,,,
700932,2024,156,105,0.234,0.196,0.038,0.421,0.39,0.0309999999999999,0.303,0.276,0.0269999999999999,Kyle Manzardo,BAT,BBSavant_2024,,,
605131,2024,156,106,0.264,0.227,0.037,0.307,0.298,0.009,0.289,0.275,0.0139999999999999,Austin Barnes,BAT,BBSavant_2024,,,
656577,2024,155,88,0.122,0.137,-0.015,0.237,0.266,-0.029,0.2,0.224,-0.0239999999999999,Alex Jackson,BAT,BBSavant_2024,,,
687363,2024,155,105,0.179,0.202,-0.023,0.283,0.322,-0.039,0.221,0.251,-0.03,Victor Scott II,BAT,BBSavant_2024,,,
592178,2024,155,86,0.218,0.21,0.008,0.301,0.319,-0.018,0.287,0.292,-0.005,Kris Bryant,BAT,BBSavant_2024,,,
571912,2024,154,85,0.178,0.176,0.002,0.252,0.257,-0.005,0.241,0.244,-0.003,Luke Maile,BAT,BBSavant_2024,,,
669242,2024,153,111,0.237,0.217,0.0199999999999999,0.417,0.327,0.0899999999999999,0.307,0.272,0.0349999999999999,Tommy Edman,BAT,BBSavant_2024,,,
542194,2024,147,105,0.209,0.217,-0.008,0.367,0.372,-0.005,0.263,0.274,-0.011,Christian Bethancourt,BAT,BBSavant_2024,,,
455117,2024,147,87,0.119,0.157,-0.038,0.23,0.287,-0.0569999999999999,0.181,0.221,-0.04,Martín Maldonado,BAT,BBSavant_2024,,,
595978,2024,146,87,0.152,0.128,0.0239999999999999,0.22,0.188,0.032,0.191,0.171,0.0199999999999999,Austin Hedges,BAT,BBSavant_2024,,,
666018,2024,143,97,0.234,0.249,-0.0149999999999999,0.43,0.525,-0.095,0.32,0.363,-0.0429999999999999,Jonathan Aranda,BAT,BBSavant_2024,,,
655316,2024,142,85,0.208,0.207,0.001,0.272,0.352,-0.0799999999999999,0.266,0.295,-0.0289999999999999,Andruw Monasterio,BAT,BBSavant_2024,,,
664901,2024,141,98,0.197,0.206,-0.0089999999999999,0.318,0.34,-0.022,0.247,0.261,-0.014,Danny Mendick,BAT,BBSavant_2024,,,
621512,2024,140,100,0.192,0.214,-0.0219999999999999,0.315,0.428,-0.1129999999999999,0.231,0.289,-0.0579999999999999,Tomás Nido,BAT,BBSavant_2024,,,
687231,2024,135,96,0.192,0.227,-0.035,0.242,0.285,-0.0429999999999999,0.23,0.276,-0.046,Darell Hernaiz,BAT,BBSavant_2024,,,
678554,2024,132,93,0.238,0.239,-0.001,0.287,0.357,-0.07,0.255,0.282,-0.0269999999999999,Curtis Mead,BAT,BBSavant_2024,,,
665953,2024,132,97,0.215,0.225,-0.01,0.413,0.405,0.0079999999999999,0.301,0.306,-0.005,Andrés Chaparro,BAT,BBSavant_2024,,,
680118,2024,132,90,0.258,0.211,0.047,0.392,0.382,0.01,0.306,0.284,0.022,Dairon Blanco,BAT,BBSavant_2024,,,
686611,2024,132,94,0.218,0.25,-0.032,0.353,0.422,-0.069,0.283,0.327,-0.044,Dylan Crews,BAT,BBSavant_2024,,,
620443,2024,130,91,0.229,0.26,-0.031,0.373,0.411,-0.0379999999999999,0.292,0.324,-0.032,Luis Torrens,BAT,BBSavant_2024,,,
687529,2024,130,68,0.202,0.193,0.009,0.379,0.353,0.026,0.266,0.257,0.009,Grant McCray,BAT,BBSavant_2024,,,
656180,2024,130,83,0.224,0.219,0.005,0.336,0.348,-0.0119999999999999,0.275,0.287,-0.0119999999999999,Riley Adams,BAT,BBSavant_2024,,,
545361,2024,126,82,0.22,0.271,-0.051,0.541,0.598,-0.0569999999999999,0.365,0.407,-0.0419999999999999,Mike Trout,BAT,BBSavant_2024,,,
592200,2024,125,88,0.194,0.208,-0.0139999999999999,0.25,0.288,-0.0379999999999999,0.254,0.274,-0.02,Curt Casali,BAT,BBSavant_2024,,,
683021,2024,124,91,0.218,0.206,0.012,0.255,0.261,-0.006,0.258,0.258,0.0,Michael Stefanic,BAT,BBSavant_2024,,,
687952,2024,123,83,0.19,0.238,-0.0479999999999999,0.293,0.439,-0.146,0.223,0.301,-0.0779999999999999,Christian Encarnacion-Strand,BAT,BBSavant_2024,,,
695391,2024,123,79,0.146,0.184,-0.038,0.262,0.282,-0.0199999999999999,0.252,0.276,-0.024,Brett Harris,BAT,BBSavant_2024,,,
680779,2024,122,62,0.144,0.152,-0.008,0.212,0.227,-0.015,0.213,0.225,-0.012,Henry Davis,BAT,BBSavant_2024,,,
681460,2024,121,84,0.211,0.213,-0.002,0.316,0.35,-0.0339999999999999,0.249,0.264,-0.015,Brooks Baldwin,BAT,BBSavant_2024,,,
547989,2024,120,86,0.124,0.161,-0.037,0.195,0.244,-0.0489999999999999,0.164,0.201,-0.037,José Abreu,BAT,BBSavant_2024,,,
665019,2024,120,85,0.219,0.192,0.0269999999999999,0.447,0.36,0.087,0.301,0.257,0.0439999999999999,Kody Clemens,BAT,BBSavant_2024,,,
700242,2024,119,79,0.218,0.213,0.005,0.373,0.426,-0.0529999999999999,0.279,0.307,-0.0279999999999999,Trey Sweeney,BAT,BBSavant_2024,,,
666464,2024,119,80,0.248,0.269,-0.021,0.425,0.513,-0.088,0.301,0.352,-0.0509999999999999,Jerar Encarnacion,BAT,BBSavant_2024,,,
643265,2024,116,72,0.206,0.261,-0.055,0.299,0.424,-0.125,0.253,0.327,-0.074,Garrett Cooper,BAT,BBSavant_2024,,,
645444,2024,114,78,0.227,0.215,0.012,0.32,0.28,0.0399999999999999,0.271,0.26,0.011,Jose Herrera,BAT,BBSavant_2024,,,
677008,2024,114,66,0.253,0.212,0.041,0.394,0.356,0.038,0.327,0.299,0.028,Heston Kjerstad,BAT,BBSavant_2024,,,
687093,2024,114,82,0.19,0.253,-0.063,0.219,0.349,-0.1299999999999999,0.213,0.294,-0.0809999999999999,Vaughn Grissom,BAT,BBSavant_2024,,,
669477,2024,113,83,0.252,0.245,0.007,0.477,0.46,0.0169999999999999,0.323,0.314,0.009,Casey Schmitt,BAT,BBSavant_2024,,,
669743,2024,113,80,0.343,0.242,0.101,0.525,0.375,0.15,0.412,0.319,0.0929999999999999,Alex Call,BAT,BBSavant_2024,,,
664314,2024,111,58,0.173,0.163,0.0099999999999999,0.367,0.3,0.067,0.277,0.254,0.023,Estevan Florial,BAT,BBSavant_2024,,,
676116,2024,111,59,0.137,0.157,-0.0199999999999999,0.211,0.275,-0.064,0.223,0.254,-0.031,Ryan Noda,BAT,BBSavant_2024,,,
649966,2024,109,60,0.191,0.199,-0.008,0.394,0.399,-0.005,0.309,0.314,-0.005,Luis Urías,BAT,BBSavant_2024,,,
682868,2024,108,78,0.202,0.231,-0.0289999999999999,0.333,0.376,-0.0429999999999999,0.257,0.291,-0.0339999999999999,Bryan Ramos,BAT,BBSavant_2024,,,
667472,2024,108,61,0.263,0.23,0.033,0.442,0.394,0.0479999999999999,0.335,0.313,0.022,Dane Myers,BAT,BBSavant_2024,,,
656248,2024,108,61,0.187,0.166,0.0209999999999999,0.297,0.289,0.008,0.266,0.262,0.004,Sean Bouchard,BAT,BBSavant_2024,,,
694359,2024,106,52,0.183,0.183,0.0,0.333,0.371,-0.0379999999999999,0.278,0.291,-0.0129999999999999,Niko Kavadas,BAT,BBSavant_2024,,,
670156,2024,106,82,0.194,0.264,-0.07,0.224,0.371,-0.147,0.214,0.303,-0.089,Miles Mastrobuoni,BAT,BBSavant_2024,,,
596115,2024,106,61,0.255,0.193,0.062,0.394,0.301,0.093,0.318,0.259,0.059,Trevor Story,BAT,BBSavant_2024,,,
669397,2024,105,80,0.175,0.202,-0.027,0.247,0.248,-0.001,0.207,0.224,-0.017,Nick Allen,BAT,BBSavant_2024,,,
686554,2024,104,56,0.221,0.206,0.015,0.316,0.326,-0.01,0.266,0.266,0.0,Oliver Dunn,BAT,BBSavant_2024,,,
805779,2024,103,84,0.25,0.267,-0.017,0.315,0.316,-0.001,0.281,0.291,-0.0099999999999999,Jacob Wilson,BAT,BBSavant_2024,,,
677950,2024,103,79,0.189,0.277,-0.088,0.358,0.46,-0.102,0.262,0.344,-0.0819999999999999,Alek Thomas,BAT,BBSavant_2024,,,
592325,2024,99,57,0.247,0.254,-0.007,0.333,0.38,-0.0469999999999999,0.327,0.345,-0.0179999999999999,Ben Gamel,BAT,BBSavant_2024,,,
668845,2024,98,63,0.234,0.204,0.03,0.33,0.309,0.021,0.257,0.237,0.02,Aaron Schunk,BAT,BBSavant_2024,,,
642215,2024,98,60,0.284,0.22,0.0639999999999999,0.489,0.427,0.062,0.358,0.318,0.0399999999999999,Weston Wilson,BAT,BBSavant_2024,,,
675961,2024,96,70,0.207,0.224,-0.017,0.299,0.311,-0.012,0.237,0.254,-0.017,Alika Williams,BAT,BBSavant_2024,,,
543228,2024,96,57,0.154,0.207,-0.0529999999999999,0.242,0.363,-0.121,0.184,0.257,-0.073,Yan Gomes,BAT,BBSavant_2024,,,
571466,2024,96,52,0.173,0.165,0.0079999999999999,0.21,0.223,-0.013,0.239,0.244,-0.005,Tucker Barnhart,BAT,BBSavant_2024,,,
645305,2024,96,67,0.167,0.175,-0.0079999999999999,0.19,0.261,-0.071,0.184,0.218,-0.034,Ali Sánchez,BAT,BBSavant_2024,,,
593934,2024,95,48,0.205,0.24,-0.035,0.313,0.381,-0.068,0.275,0.313,-0.0379999999999999,Miguel Sanó,BAT,BBSavant_2024,,,
690291,2024,94,50,0.241,0.219,0.0219999999999999,0.304,0.294,0.01,0.308,0.297,0.011,Jace Jung,BAT,BBSavant_2024,,,
663611,2024,94,77,0.221,0.242,-0.0209999999999999,0.256,0.288,-0.0319999999999999,0.245,0.271,-0.026,Nick Madrigal,BAT,BBSavant_2024,,,
666915,2024,93,41,0.133,0.117,0.016,0.193,0.178,0.015,0.194,0.184,0.01,Bobby Dalbec,BAT,BBSavant_2024,,,
668800,2024,93,69,0.167,0.229,-0.062,0.211,0.326,-0.115,0.174,0.253,-0.079,Andrew Knizner,BAT,BBSavant_2024,,,
664770,2024,91,72,0.303,0.282,0.021,0.447,0.396,0.0509999999999999,0.351,0.329,0.0219999999999999,Nathan Lukes,BAT,BBSavant_2024,,,
663550,2024,91,52,0.209,0.188,0.0209999999999999,0.337,0.358,-0.0209999999999999,0.258,0.261,-0.003,Trey Cabbage,BAT,BBSavant_2024,,,
665052,2024,89,54,0.268,0.216,0.052,0.451,0.376,0.075,0.337,0.289,0.048,Griffin Conine,BAT,BBSavant_2024,,,
670097,2024,88,49,0.129,0.17,-0.041,0.171,0.265,-0.094,0.228,0.276,-0.048,Zack Short,BAT,BBSavant_2024,,,
680728,2024,87,52,0.313,0.215,0.098,0.525,0.4,0.125,0.384,0.298,0.086,Adrian Del Castillo,BAT,BBSavant_2024,,,
693307,2024,87,54,0.167,0.24,-0.0729999999999999,0.31,0.391,-0.081,0.217,0.287,-0.0699999999999999,Dillon Dingler,BAT,BBSavant_2024,,,
660844,2024,86,51,0.233,0.243,-0.0099999999999999,0.274,0.318,-0.0439999999999999,0.282,0.304,-0.022,Leo Rivas,BAT,BBSavant_2024,,,
686765,2024,86,54,0.273,0.277,-0.004,0.325,0.361,-0.0359999999999999,0.289,0.309,-0.02,Nick Sogard,BAT,BBSavant_2024,,,
695238,2024,86,66,0.305,0.316,-0.011,0.451,0.498,-0.0469999999999999,0.342,0.367,-0.0249999999999999,Will Wagner,BAT,BBSavant_2024,,,
668731,2024,82,47,0.137,0.194,-0.0569999999999999,0.301,0.41,-0.1089999999999999,0.23,0.299,-0.0689999999999999,Akil Baddoo,BAT,BBSavant_2024,,,
678225,2024,81,51,0.189,0.214,-0.0249999999999999,0.216,0.348,-0.1319999999999999,0.213,0.278,-0.065,Ji Hwan Bae,BAT,BBSavant_2024,,,
682617,2024,81,48,0.211,0.238,-0.0269999999999999,0.303,0.368,-0.065,0.248,0.288,-0.0399999999999999,Marco Luciano,BAT,BBSavant_2024,,,
543063,2024,80,45,0.169,0.204,-0.0349999999999999,0.282,0.316,-0.034,0.248,0.277,-0.029,Brandon Crawford,BAT,BBSavant_2024,,,
596129,2024,79,53,0.186,0.271,-0.085,0.3,0.495,-0.195,0.262,0.369,-0.1069999999999999,Daniel Vogelbach,BAT,BBSavant_2024,,,
640492,2024,79,55,0.219,0.231,-0.012,0.247,0.312,-0.065,0.235,0.269,-0.034,José Azocar,BAT,BBSavant_2024,,,
665877,2024,79,60,0.155,0.194,-0.039,0.197,0.238,-0.0409999999999999,0.207,0.244,-0.037,José Fermín,BAT,BBSavant_2024,,,
683083,2024,78,51,0.246,0.184,0.062,0.262,0.229,0.033,0.3,0.27,0.0299999999999999,Nasim Nuñez,BAT,BBSavant_2024,,,
641943,2024,78,55,0.224,0.261,-0.037,0.343,0.381,-0.0379999999999999,0.307,0.34,-0.033,Joshua Palacios,BAT,BBSavant_2024,,,
642020,2024,76,50,0.129,0.172,-0.0429999999999999,0.129,0.216,-0.087,0.159,0.213,-0.0539999999999999,Chuckie Robinson,BAT,BBSavant_2024,,,
676113,2024,75,46,0.209,0.214,-0.005,0.328,0.279,0.0489999999999999,0.279,0.269,0.01,Zach DeLoach,BAT,BBSavant_2024,,,
676632,2024,75,48,0.269,0.225,0.044,0.358,0.383,-0.025,0.301,0.294,0.007,Bligh Madris,BAT,BBSavant_2024,,,
676572,2024,74,55,0.25,0.267,-0.017,0.403,0.429,-0.0259999999999999,0.29,0.31,-0.02,Eric Wagaman,BAT,BBSavant_2024,,,
542932,2024,74,53,0.273,0.274,-0.001,0.318,0.337,-0.019,0.3,0.308,-0.008,Jon Berti,BAT,BBSavant_2024,,,
669369,2024,73,54,0.206,0.258,-0.052,0.238,0.306,-0.068,0.243,0.293,-0.0499999999999999,Bryce Johnson,BAT,BBSavant_2024,,,
676070,2024,72,40,0.176,0.179,-0.003,0.191,0.225,-0.034,0.19,0.206,-0.0159999999999999,Jacob Amaya,BAT,BBSavant_2024,,,
669208,2024,71,43,0.222,0.211,0.011,0.397,0.423,-0.0259999999999999,0.3,0.309,-0.009,Ryan Bliss,BAT,BBSavant_2024,,,
605346,2024,71,43,0.254,0.176,0.078,0.343,0.238,0.105,0.277,0.203,0.074,Jack López,BAT,BBSavant_2024,,,
661531,2024,71,42,0.159,0.171,-0.012,0.222,0.275,-0.053,0.217,0.244,-0.0269999999999999,Brian Serven,BAT,BBSavant_2024,,,
606992,2024,69,38,0.273,0.222,0.051,0.515,0.471,0.044,0.35,0.309,0.0409999999999999,Eric Haase,BAT,BBSavant_2024,,,
553882,2024,69,54,0.154,0.178,-0.0239999999999999,0.185,0.246,-0.061,0.171,0.206,-0.0349999999999999,Omar Narváez,BAT,BBSavant_2024,,,
674441,2024,68,41,0.185,0.194,-0.009,0.241,0.256,-0.015,0.253,0.268,-0.015,Jacob Hurtubise,BAT,BBSavant_2024,,,
691176,2024,67,37,0.179,0.202,-0.023,0.304,0.338,-0.034,0.285,0.309,-0.024,Jasson Domínguez,BAT,BBSavant_2024,,,
676701,2024,67,49,0.143,0.19,-0.047,0.143,0.264,-0.121,0.152,0.22,-0.068,Alan Trejo,BAT,BBSavant_2024,,,
669699,2024,67,56,0.125,0.178,-0.0529999999999999,0.203,0.279,-0.076,0.144,0.206,-0.062,Braden Shewmake,BAT,BBSavant_2024,,,
682729,2024,66,44,0.246,0.171,0.0749999999999999,0.328,0.251,0.077,0.283,0.221,0.0619999999999999,Jonatan Clase,BAT,BBSavant_2024,,,
665923,2024,65,39,0.2,0.179,0.021,0.382,0.35,0.032,0.281,0.287,-0.0059999999999999,Esteury Ruiz,BAT,BBSavant_2024,,,
701305,2024,65,40,0.242,0.222,0.0199999999999999,0.371,0.454,-0.083,0.283,0.305,-0.022,Zach Dezenzo,BAT,BBSavant_2024,,,
668952,2024,65,40,0.119,0.167,-0.048,0.169,0.25,-0.0809999999999999,0.177,0.231,-0.054,Ryan Kreidler,BAT,BBSavant_2024,,,
493329,2024,65,41,0.241,0.256,-0.015,0.296,0.343,-0.047,0.289,0.324,-0.035,Yuli Gurriel,BAT,BBSavant_2024,,,
622569,2024,64,41,0.183,0.208,-0.0249999999999999,0.217,0.298,-0.0809999999999999,0.207,0.249,-0.042,Pablo Reyes,BAT,BBSavant_2024,,,
543305,2024,63,34,0.14,0.19,-0.0499999999999999,0.193,0.286,-0.0929999999999999,0.196,0.254,-0.0579999999999999,Aaron Hicks,BAT,BBSavant_2024,,,
621311,2024,62,38,0.207,0.205,0.002,0.397,0.405,-0.008,0.273,0.277,-0.004,David Dahl,BAT,BBSavant_2024,,,
645801,2024,62,45,0.15,0.205,-0.0549999999999999,0.233,0.306,-0.0729999999999999,0.18,0.237,-0.0569999999999999,Mike Ford,BAT,BBSavant_2024,,,
686452,2024,62,41,0.246,0.223,0.0229999999999999,0.316,0.313,0.003,0.28,0.271,0.009,Drew Millas,BAT,BBSavant_2024,,,
665120,2024,60,32,0.226,0.243,-0.0169999999999999,0.321,0.411,-0.0899999999999999,0.289,0.328,-0.039,Jared Walsh,BAT,BBSavant_2024,,,
677347,2024,59,34,0.118,0.18,-0.062,0.216,0.315,-0.099,0.207,0.27,-0.063,Kyren Paris,BAT,BBSavant_2024,,,
682073,2024,58,35,0.212,0.15,0.062,0.288,0.21,0.0779999999999999,0.265,0.22,0.045,David Hensley,BAT,BBSavant_2024,,,
672012,2024,57,32,0.204,0.19,0.0139999999999999,0.245,0.234,0.0109999999999999,0.265,0.256,0.009,Tyler Black,BAT,BBSavant_2024,,,
669200,2024,57,33,0.204,0.202,0.0019999999999999,0.245,0.241,0.004,0.241,0.245,-0.004,Mason McCoy,BAT,BBSavant_2024,,,
657061,2024,57,34,0.18,0.193,-0.013,0.3,0.277,0.0229999999999999,0.25,0.259,-0.009,Cole Tucker,BAT,BBSavant_2024,,,
666703,2024,57,34,0.245,0.191,0.0539999999999999,0.528,0.398,0.13,0.345,0.275,0.0699999999999999,Eguy Rosario,BAT,BBSavant_2024,,,
665561,2024,56,44,0.294,0.33,-0.036,0.549,0.511,0.038,0.382,0.387,-0.005,Rafael Marchán,BAT,BBSavant_2024,,,
644433,2024,54,36,0.25,0.242,0.008,0.365,0.336,0.0289999999999999,0.266,0.257,0.009,Chadwick Tromp,BAT,BBSavant_2024,,,
691011,2024,53,33,0.176,0.149,0.0269999999999999,0.235,0.206,0.0289999999999999,0.197,0.175,0.022,Drew Romo,BAT,BBSavant_2024,,,
663897,2024,52,34,0.196,0.166,0.03,0.261,0.27,-0.009,0.246,0.237,0.009,Luke Williams,BAT,BBSavant_2024,,,
695336,2024,52,35,0.204,0.203,0.0009999999999999,0.306,0.318,-0.012,0.247,0.251,-0.004,Thomas Saggese,BAT,BBSavant_2024,,,
541645,2024,51,37,0.24,0.252,-0.012,0.38,0.421,-0.0409999999999999,0.274,0.303,-0.0289999999999999,Avisaíl García,BAT,BBSavant_2024,,,
677956,2024,51,30,0.261,0.248,0.013,0.717,0.629,0.0879999999999999,0.433,0.395,0.0379999999999999,Rece Hinds,BAT,BBSavant_2024,,,
668853,2024,50,28,0.214,0.199,0.0149999999999999,0.405,0.3,0.105,0.33,0.291,0.039,Austin Shenton,BAT,BBSavant_2024,,,
682988,2024,49,25,0.156,0.146,0.01,0.311,0.278,0.0329999999999999,0.238,0.222,0.0159999999999999,Tyler Locklear,BAT,BBSavant_2024,,,
673995,2024,49,35,0.128,0.198,-0.07,0.234,0.389,-0.155,0.176,0.269,-0.093,Davis Wendzel,BAT,BBSavant_2024,,,
663609,2024,49,31,0.175,0.188,-0.013,0.4,0.357,0.043,0.294,0.299,-0.005,Luken Baker,BAT,BBSavant_2024,,,
650907,2024,49,26,0.214,0.187,0.0269999999999999,0.429,0.483,-0.0539999999999999,0.31,0.335,-0.025,René Pinto,BAT,BBSavant_2024,,,
668723,2024,49,35,0.178,0.228,-0.05,0.244,0.315,-0.071,0.2,0.251,-0.0509999999999999,Ryan Vilade,BAT,BBSavant_2024,,,
695257,2024,49,30,0.224,0.219,0.005,0.449,0.437,0.012,0.285,0.278,0.0069999999999999,Billy Cook,BAT,BBSavant_2024,,,
642197,2024,48,28,0.15,0.217,-0.067,0.35,0.41,-0.06,0.252,0.308,-0.0559999999999999,Jamie Westbrook,BAT,BBSavant_2024,,,
623520,2024,48,33,0.304,0.245,0.059,0.391,0.354,0.037,0.317,0.283,0.034,David Bote,BAT,BBSavant_2024,,,
672569,2024,48,38,0.239,0.229,0.0099999999999999,0.348,0.306,0.0419999999999999,0.271,0.259,0.012,Gustavo Campero,BAT,BBSavant_2024,,,
663330,2024,47,27,0.238,0.189,0.0489999999999999,0.381,0.329,0.0519999999999999,0.302,0.266,0.0359999999999999,Jahmai Jones,BAT,BBSavant_2024,,,
694376,2024,46,33,0.22,0.276,-0.056,0.293,0.416,-0.123,0.272,0.341,-0.069,Shay Whitcomb,BAT,BBSavant_2024,,,
691723,2024,46,19,0.098,0.17,-0.072,0.098,0.203,-0.105,0.152,0.222,-0.07,Coby Mayo,BAT,BBSavant_2024,,,
660162,2024,45,29,0.275,0.265,0.01,0.4,0.351,0.049,0.333,0.316,0.017,Yoán Moncada,BAT,BBSavant_2024,,,
672642,2024,45,23,0.189,0.144,0.045,0.216,0.191,0.0249999999999999,0.268,0.243,0.025,Steward Berroa,BAT,BBSavant_2024,,,
679822,2024,44,24,0.048,0.101,-0.053,0.071,0.148,-0.077,0.08,0.134,-0.054,Justin Foscue,BAT,BBSavant_2024,,,
664874,2024,43,24,0.154,0.177,-0.0229999999999999,0.282,0.369,-0.087,0.221,0.261,-0.04,Seby Zavala,BAT,BBSavant_2024,,,
642201,2024,42,27,0.282,0.204,0.0779999999999999,0.436,0.343,0.0929999999999999,0.335,0.27,0.065,Eli White,BAT,BBSavant_2024,,,
694377,2024,42,26,0.216,0.279,-0.063,0.378,0.511,-0.133,0.289,0.379,-0.09,Nick Yorke,BAT,BBSavant_2024,,,
682668,2024,40,33,0.308,0.264,0.0439999999999999,0.641,0.428,0.213,0.406,0.307,0.099,Luisangel Acuña,BAT,BBSavant_2024,,,
640902,2024,40,29,0.231,0.231,0.0,0.231,0.311,-0.0799999999999999,0.216,0.255,-0.039,Jhonny Pereda,BAT,BBSavant_2024,,,
671286,2024,40,17,0.129,0.134,-0.005,0.161,0.157,0.004,0.253,0.26,-0.007,Johnathan Rodríguez,BAT,BBSavant_2024,,,
680716,2024,40,25,0.216,0.225,-0.009,0.27,0.278,-0.008,0.235,0.246,-0.011,Jonathan Ornelas,BAT,BBSavant_2024,,,
621545,2024,39,24,0.242,0.226,0.0159999999999999,0.333,0.317,0.016,0.305,0.301,0.004,Zach Remillard,BAT,BBSavant_2024,,,
669137,2024,39,29,0.243,0.265,-0.022,0.27,0.344,-0.0739999999999999,0.248,0.289,-0.0409999999999999,Armando Alvarez,BAT,BBSavant_2024,,,
693049,2024,38,23,0.273,0.248,0.025,0.273,0.289,-0.0159999999999999,0.3,0.299,0.001,Oscar Colás,BAT,BBSavant_2024,,,
677941,2024,38,23,0.229,0.254,-0.0249999999999999,0.314,0.382,-0.068,0.271,0.308,-0.0369999999999999,Jordyn Adams,BAT,BBSavant_2024,,,
666165,2024,38,23,0.313,0.244,0.069,0.375,0.398,-0.023,0.352,0.33,0.0219999999999999,Blake Sabol,BAT,BBSavant_2024,,,
608596,2024,38,20,0.118,0.15,-0.032,0.235,0.323,-0.088,0.206,0.253,-0.047,Tom Murphy,BAT,BBSavant_2024,,,
